client_code,company_name,contact_person,contact_email,country,total_balance
CLT-0954,Saturn Trust 954,James Taylor,contact.954@client-954.com,LU,171953289.37
CLT-0621,Pegasus Asset Management 621,Grace Lee,contact.621@client-621.com,BE,171627428.68
CLT-0181,Zenith Partners 181,Bob Smith,contact.181@client-181.com,GB,170682849.26
CLT-0787,Summit Securities 787,Henry Martin,contact.787@client-787.com,ES,170673505.29
CLT-0976,Quantum Partners 976,Bob Smith,contact.976@client-976.com,GB,170239937.90
CLT-0474,Saturn Trust 474,James Taylor,contact.474@client-474.com,LU,169863946.40
CLT-0947,Helios Investments 947,Carol White,contact.947@client-947.com,DE,169518802.78
CLT-0036,Vertex Asset Management 36,Grace Lee,contact.36@client-36.com,BE,169451394.72
CLT-0227,Helios Investments 227,Carol White,contact.227@client-227.com,DE,169436531.19
CLT-0776,Sirius Bank 776,Liam Chen,contact.776@client-776.com,HK,169408755.59
CLT-0611,Meridian Bank 611,Liam Chen,contact.611@client-611.com,HK,168887671.46
CLT-0067,Summit Securities 67,Henry Martin,contact.67@client-67.com,ES,168836491.25
CLT-0029,Rigel Global 29,Olivia Patel,contact.29@client-29.com,CA,168717788.11
CLT-0932,Atlas Investments 932,Carol White,contact.932@client-932.com,DE,168509912.88
CLT-0363,Orion Fund 363,David Brown,contact.363@client-363.com,FR,168239852.34
CLT-0009,Horizon Trust 9,James Taylor,contact.9@client-9.com,LU,167936195.38
CLT-0861,Pegasus Asset Management 861,Grace Lee,contact.861@client-861.com,BE,167842192.76
CLT-0134,Polaris Global 134,Olivia Patel,contact.134@client-134.com,CA,167823859.23
CLT-0144,Saturn Trust 144,James Taylor,contact.144@client-144.com,LU,167812401.24
CLT-0845,Apex Holdings 845,Frank Wilson,contact.845@client-845.com,CH,167557497.22
CLT-0201,Pegasus Asset Management 201,Grace Lee,contact.201@client-201.com,BE,167308436.78
CLT-0995,Apex Holdings 995,Frank Wilson,contact.995@client-995.com,CH,167240772.97
CLT-0346,Quantum Partners 346,Bob Smith,contact.346@client-346.com,GB,167107463.17
CLT-0633,Orion Fund 633,David Brown,contact.633@client-633.com,FR,166997514.37
CLT-0893,Jupiter Wealth 893,Iris Clark,contact.893@client-893.com,IT,166811328.14
CLT-0547,Summit Securities 547,Henry Martin,contact.547@client-547.com,ES,166393838.46
CLT-0456,Vertex Asset Management 456,Grace Lee,contact.456@client-456.com,BE,166039866.89
CLT-0396,Vertex Asset Management 396,Grace Lee,contact.396@client-396.com,BE,165965337.31
CLT-0426,Vertex Asset Management 426,Grace Lee,contact.426@client-426.com,BE,165847254.07
CLT-0656,Sirius Bank 656,Liam Chen,contact.656@client-656.com,HK,165781124.06
CLT-0458,Pinnacle Wealth 458,Iris Clark,contact.458@client-458.com,IT,165461707.07
CLT-0211,Zenith Partners 211,Bob Smith,contact.211@client-211.com,GB,165437954.64
CLT-0082,Neptune Securities 82,Henry Martin,contact.82@client-82.com,ES,164975471.62
CLT-0869,Rigel Global 869,Olivia Patel,contact.869@client-869.com,CA,164836212.51
CLT-0173,Jupiter Wealth 173,Iris Clark,contact.173@client-173.com,IT,164727373.88
CLT-0367,Summit Securities 367,Henry Martin,contact.367@client-367.com,ES,164591348.32
CLT-0883,Solaris Pension 883,Noah Kim,contact.883@client-883.com,AU,164394297.14
CLT-0004,Nexus Group 4,Emma Davis,contact.4@client-4.com,NL,164216668.03
CLT-0993,Orion Fund 993,David Brown,contact.993@client-993.com,FR,164088939.89
CLT-0851,Meridian Bank 851,Liam Chen,contact.851@client-851.com,HK,163932949.98
CLT-0894,Saturn Trust 894,James Taylor,contact.894@client-894.com,LU,163729268.07
CLT-0983,Jupiter Wealth 983,Iris Clark,contact.983@client-983.com,IT,163576922.72
CLT-0906,Vertex Asset Management 906,Grace Lee,contact.906@client-906.com,BE,163515356.83
CLT-0629,Rigel Global 629,Olivia Patel,contact.629@client-629.com,CA,163491261.35
CLT-0083,Jupiter Wealth 83,Iris Clark,contact.83@client-83.com,IT,163467774.24
CLT-0433,Solaris Pension 433,Noah Kim,contact.433@client-433.com,AU,163466705.31
CLT-0216,Vertex Asset Management 216,Grace Lee,contact.216@client-216.com,BE,162799474.00
CLT-0457,Summit Securities 457,Henry Martin,contact.457@client-457.com,ES,162673390.11
CLT-0461,Meridian Bank 461,Liam Chen,contact.461@client-461.com,HK,162651805.52
CLT-0834,Saturn Trust 834,James Taylor,contact.834@client-834.com,LU,162639089.02
CLT-0085,Vega Finance 85,Karen Hughes,contact.85@client-85.com,SG,162441575.22
CLT-0422,Atlas Investments 422,Carol White,contact.422@client-422.com,DE,162261910.16
CLT-0102,Cascade Insurance 102,Maria Santos,contact.102@client-102.com,JP,162219520.85
CLT-0638,Pinnacle Wealth 638,Iris Clark,contact.638@client-638.com,IT,162179214.73
CLT-0437,Helios Investments 437,Carol White,contact.437@client-437.com,DE,161921587.69
CLT-0482,Atlas Investments 482,Carol White,contact.482@client-482.com,DE,161894764.64
CLT-0987,Andromeda Insurance 987,Maria Santos,contact.987@client-987.com,JP,161692425.66
CLT-0606,Vertex Asset Management 606,Grace Lee,contact.606@client-606.com,BE,161663058.21
CLT-0627,Andromeda Insurance 627,Maria Santos,contact.627@client-627.com,JP,161568131.26
CLT-0114,Saturn Trust 114,James Taylor,contact.114@client-114.com,LU,161541825.63
CLT-0466,Quantum Partners 466,Bob Smith,contact.466@client-466.com,GB,161514449.79
CLT-0909,Horizon Trust 909,James Taylor,contact.909@client-909.com,LU,161508917.91
CLT-0707,Helios Investments 707,Carol White,contact.707@client-707.com,DE,161327630.59
CLT-0224,Polaris Global 224,Olivia Patel,contact.224@client-224.com,CA,161313429.35
CLT-0602,Atlas Investments 602,Carol White,contact.602@client-602.com,DE,161208138.61
CLT-0944,Polaris Global 944,Olivia Patel,contact.944@client-944.com,CA,160855313.57
CLT-0636,Vertex Asset Management 636,Grace Lee,contact.636@client-636.com,BE,160796722.58
CLT-0315,Aurora Capital 315,Alice Johnson,contact.315@client-315.com,US,160535614.58
CLT-0537,Andromeda Insurance 537,Maria Santos,contact.537@client-537.com,JP,160501869.64
CLT-0968,Pinnacle Wealth 968,Iris Clark,contact.968@client-968.com,IT,160490656.63
CLT-0158,Pinnacle Wealth 158,Iris Clark,contact.158@client-158.com,IT,160398216.63
CLT-0496,Quantum Partners 496,Bob Smith,contact.496@client-496.com,GB,160374936.86
CLT-0520,Sterling Finance 520,Karen Hughes,contact.520@client-520.com,SG,160181877.90
CLT-0381,Pegasus Asset Management 381,Grace Lee,contact.381@client-381.com,BE,160120390.35
CLT-0903,Orion Fund 903,David Brown,contact.903@client-903.com,FR,160080662.27
CLT-0068,Pinnacle Wealth 68,Iris Clark,contact.68@client-68.com,IT,159903308.48
CLT-0397,Summit Securities 397,Henry Martin,contact.397@client-397.com,ES,159829975.41
CLT-0677,Helios Investments 677,Carol White,contact.677@client-677.com,DE,159616600.76
CLT-0820,Sterling Finance 820,Karen Hughes,contact.820@client-820.com,SG,159556054.91
CLT-0383,Jupiter Wealth 383,Iris Clark,contact.383@client-383.com,IT,159191212.55
CLT-0095,Apex Holdings 95,Frank Wilson,contact.95@client-95.com,CH,158721279.46
CLT-0206,Sirius Bank 206,Liam Chen,contact.206@client-206.com,HK,158659086.38
CLT-0319,Phoenix Group 319,Emma Davis,contact.319@client-319.com,NL,158518478.89
CLT-0579,Horizon Trust 579,James Taylor,contact.579@client-579.com,LU,158483979.81
CLT-0242,Atlas Investments 242,Carol White,contact.242@client-242.com,DE,158328197.88
CLT-0746,Sirius Bank 746,Liam Chen,contact.746@client-746.com,HK,158240317.50
CLT-0193,Solaris Pension 193,Noah Kim,contact.193@client-193.com,AU,158217783.83
CLT-0518,Pinnacle Wealth 518,Iris Clark,contact.518@client-518.com,IT,157796544.73
CLT-0408,Titan Fund 408,David Brown,contact.408@client-408.com,FR,157740214.62
CLT-0124,Nexus Group 124,Emma Davis,contact.124@client-124.com,NL,157711352.48
CLT-0301,Zenith Partners 301,Bob Smith,contact.301@client-301.com,GB,157671862.61
CLT-0429,Horizon Trust 429,James Taylor,contact.429@client-429.com,LU,157645260.99
CLT-0483,Orion Fund 483,David Brown,contact.483@client-483.com,FR,157507397.32
CLT-0075,Aurora Capital 75,Alice Johnson,contact.75@client-75.com,US,157355666.30
CLT-0417,Andromeda Insurance 417,Maria Santos,contact.417@client-417.com,JP,157296248.85
CLT-0281,Meridian Bank 281,Liam Chen,contact.281@client-281.com,HK,157265312.44
CLT-0306,Vertex Asset Management 306,Grace Lee,contact.306@client-306.com,BE,157257928.40
CLT-0658,Centaurus Pension 658,Noah Kim,contact.658@client-658.com,AU,157162075.60
CLT-0353,Jupiter Wealth 353,Iris Clark,contact.353@client-353.com,IT,157002258.34
CLT-0323,Jupiter Wealth 323,Iris Clark,contact.323@client-323.com,IT,156638571.46
CLT-0476,Sirius Bank 476,Liam Chen,contact.476@client-476.com,HK,156507317.22
CLT-0475,Vega Finance 475,Karen Hughes,contact.475@client-475.com,SG,156505938.09
CLT-0748,Centaurus Pension 748,Noah Kim,contact.748@client-748.com,AU,156339487.39
CLT-0789,Horizon Trust 789,James Taylor,contact.789@client-789.com,LU,156184257.41
CLT-0149,Rigel Global 149,Olivia Patel,contact.149@client-149.com,CA,156063026.37
CLT-0973,Solaris Pension 973,Noah Kim,contact.973@client-973.com,AU,155986873.29
CLT-0088,Centaurus Pension 88,Noah Kim,contact.88@client-88.com,AU,155967048.95
CLT-0837,Andromeda Insurance 837,Maria Santos,contact.837@client-837.com,JP,155854693.40
CLT-0357,Andromeda Insurance 357,Maria Santos,contact.357@client-357.com,JP,155422501.18
CLT-0492,Cascade Insurance 492,Maria Santos,contact.492@client-492.com,JP,155312530.36
CLT-0585,Aurora Capital 585,Alice Johnson,contact.585@client-585.com,US,155160214.37
CLT-0646,Quantum Partners 646,Bob Smith,contact.646@client-646.com,GB,155070667.71
CLT-0320,Olympus Holdings 320,Frank Wilson,contact.320@client-320.com,CH,155063819.42
CLT-0055,Vega Finance 55,Karen Hughes,contact.55@client-55.com,SG,154700383.71
CLT-0414,Saturn Trust 414,James Taylor,contact.414@client-414.com,LU,154629373.69
CLT-0283,Solaris Pension 283,Noah Kim,contact.283@client-283.com,AU,154532467.01
CLT-0762,Cascade Insurance 762,Maria Santos,contact.762@client-762.com,JP,154356276.37
CLT-0238,Centaurus Pension 238,Noah Kim,contact.238@client-238.com,AU,154323678.88
CLT-0875,Apex Holdings 875,Frank Wilson,contact.875@client-875.com,CH,154259770.25
CLT-0614,Polaris Global 614,Olivia Patel,contact.614@client-614.com,CA,154241077.62
CLT-0265,Vega Finance 265,Karen Hughes,contact.265@client-265.com,SG,154217587.52
CLT-0354,Saturn Trust 354,James Taylor,contact.354@client-354.com,LU,154102069.67
CLT-0637,Summit Securities 637,Henry Martin,contact.637@client-637.com,ES,154022942.46
CLT-0980,Olympus Holdings 980,Frank Wilson,contact.980@client-980.com,CH,154014939.53
CLT-0678,Titan Fund 678,David Brown,contact.678@client-678.com,FR,153933362.26
CLT-0959,Rigel Global 959,Olivia Patel,contact.959@client-959.com,CA,153839131.22
CLT-0982,Neptune Securities 982,Henry Martin,contact.982@client-982.com,ES,153549867.53
CLT-0449,Rigel Global 449,Olivia Patel,contact.449@client-449.com,CA,153367677.49
CLT-0326,Sirius Bank 326,Liam Chen,contact.326@client-326.com,HK,153077739.52
CLT-0761,Meridian Bank 761,Liam Chen,contact.761@client-761.com,HK,153075254.88
CLT-0642,Cascade Insurance 642,Maria Santos,contact.642@client-642.com,JP,152900003.04
CLT-0228,Titan Fund 228,David Brown,contact.228@client-228.com,FR,152847962.14
CLT-0671,Meridian Bank 671,Liam Chen,contact.671@client-671.com,HK,152804807.38
CLT-0747,Andromeda Insurance 747,Maria Santos,contact.747@client-747.com,JP,152349049.06
CLT-0815,Apex Holdings 815,Frank Wilson,contact.815@client-815.com,CH,152327131.56
CLT-0949,Phoenix Group 949,Emma Davis,contact.949@client-949.com,NL,152317396.63
CLT-0817,Summit Securities 817,Henry Martin,contact.817@client-817.com,ES,152308942.88
CLT-0479,Rigel Global 479,Olivia Patel,contact.479@client-479.com,CA,152297469.70
CLT-0814,Nexus Group 814,Emma Davis,contact.814@client-814.com,NL,152117044.88
CLT-0035,Apex Holdings 35,Frank Wilson,contact.35@client-35.com,CH,152096396.70
CLT-0684,Saturn Trust 684,James Taylor,contact.684@client-684.com,LU,152023017.22
CLT-0862,Neptune Securities 862,Henry Martin,contact.862@client-862.com,ES,151823683.12
CLT-0505,Vega Finance 505,Karen Hughes,contact.505@client-505.com,SG,151782389.74
CLT-0024,Saturn Trust 24,James Taylor,contact.24@client-24.com,LU,151724049.61
CLT-0816,Vertex Asset Management 816,Grace Lee,contact.816@client-816.com,BE,151516672.33
CLT-0599,Rigel Global 599,Olivia Patel,contact.599@client-599.com,CA,151452972.64
CLT-0077,Helios Investments 77,Carol White,contact.77@client-77.com,DE,151398948.31
CLT-0852,Cascade Insurance 852,Maria Santos,contact.852@client-852.com,JP,151305704.09
CLT-0867,Andromeda Insurance 867,Maria Santos,contact.867@client-867.com,JP,151211633.86
CLT-0688,Centaurus Pension 688,Noah Kim,contact.688@client-688.com,AU,151170370.19
CLT-0491,Meridian Bank 491,Liam Chen,contact.491@client-491.com,HK,151047372.52
CLT-0174,Saturn Trust 174,James Taylor,contact.174@client-174.com,LU,150801117.83
CLT-0410,Olympus Holdings 410,Frank Wilson,contact.410@client-410.com,CH,150722177.52
CLT-0877,Summit Securities 877,Henry Martin,contact.877@client-877.com,ES,150668294.54
CLT-0132,Cascade Insurance 132,Maria Santos,contact.132@client-132.com,JP,150623888.49
CLT-0406,Quantum Partners 406,Bob Smith,contact.406@client-406.com,GB,150596103.87
CLT-0352,Neptune Securities 352,Henry Martin,contact.352@client-352.com,ES,150545472.63
CLT-0835,Vega Finance 835,Karen Hughes,contact.835@client-835.com,SG,150434375.58
CLT-0839,Rigel Global 839,Olivia Patel,contact.839@client-839.com,CA,150385961.03
CLT-0527,Helios Investments 527,Carol White,contact.527@client-527.com,DE,150365192.01
CLT-0394,Nexus Group 394,Emma Davis,contact.394@client-394.com,NL,150314322.41
CLT-0794,Polaris Global 794,Olivia Patel,contact.794@client-794.com,CA,150303804.56
CLT-0003,Orion Fund 3,David Brown,contact.3@client-3.com,FR,150286534.23
CLT-0365,Apex Holdings 365,Frank Wilson,contact.365@client-365.com,CH,150232631.59
CLT-0799,Phoenix Group 799,Emma Davis,contact.799@client-799.com,NL,149866791.54
CLT-0342,Cascade Insurance 342,Maria Santos,contact.342@client-342.com,JP,149709147.47
CLT-0754,Nexus Group 754,Emma Davis,contact.754@client-754.com,NL,149584640.73
CLT-0855,Aurora Capital 855,Alice Johnson,contact.855@client-855.com,US,149515344.71
CLT-0539,Rigel Global 539,Olivia Patel,contact.539@client-539.com,CA,149453653.12
CLT-0669,Horizon Trust 669,James Taylor,contact.669@client-669.com,LU,149308788.43
CLT-0106,Quantum Partners 106,Bob Smith,contact.106@client-106.com,GB,149055021.78
CLT-0140,Olympus Holdings 140,Frank Wilson,contact.140@client-140.com,CH,148888950.15
CLT-0635,Apex Holdings 635,Frank Wilson,contact.635@client-635.com,CH,148622324.51
CLT-0019,Phoenix Group 19,Emma Davis,contact.19@client-19.com,NL,148604975.70
CLT-0575,Apex Holdings 575,Frank Wilson,contact.575@client-575.com,CH,148454025.01
CLT-0957,Andromeda Insurance 957,Maria Santos,contact.957@client-957.com,JP,148431469.63
CLT-0571,Zenith Partners 571,Bob Smith,contact.571@client-571.com,GB,148185374.87
CLT-0042,Cascade Insurance 42,Maria Santos,contact.42@client-42.com,JP,148065631.87
CLT-0560,Olympus Holdings 560,Frank Wilson,contact.560@client-560.com,CH,147760118.40
CLT-0617,Helios Investments 617,Carol White,contact.617@client-617.com,DE,147657755.54
CLT-0933,Orion Fund 933,David Brown,contact.933@client-933.com,FR,147457805.27
CLT-0665,Apex Holdings 665,Frank Wilson,contact.665@client-665.com,CH,147363537.61
CLT-0584,Polaris Global 584,Olivia Patel,contact.584@client-584.com,CA,147341122.89
CLT-0234,Saturn Trust 234,James Taylor,contact.234@client-234.com,LU,147291137.01
CLT-0184,Nexus Group 184,Emma Davis,contact.184@client-184.com,NL,146899473.02
CLT-0172,Neptune Securities 172,Henry Martin,contact.172@client-172.com,ES,146437625.50
CLT-0032,Atlas Investments 32,Carol White,contact.32@client-32.com,DE,146193893.22
CLT-0459,Horizon Trust 459,James Taylor,contact.459@client-459.com,LU,146011689.88
CLT-0901,Zenith Partners 901,Bob Smith,contact.901@client-901.com,GB,145856442.36
CLT-0041,Meridian Bank 41,Liam Chen,contact.41@client-41.com,HK,145766080.43
CLT-0582,Cascade Insurance 582,Maria Santos,contact.582@client-582.com,JP,145692748.31
CLT-0122,Atlas Investments 122,Carol White,contact.122@client-122.com,DE,145587723.22
CLT-0047,Helios Investments 47,Carol White,contact.47@client-47.com,DE,145505592.14
CLT-0086,Sirius Bank 86,Liam Chen,contact.86@client-86.com,HK,145497927.93
CLT-0971,Meridian Bank 971,Liam Chen,contact.971@client-971.com,HK,145424775.44
CLT-0819,Horizon Trust 819,James Taylor,contact.819@client-819.com,LU,145364098.72
CLT-0885,Aurora Capital 885,Alice Johnson,contact.885@client-885.com,US,145064687.23
CLT-0871,Zenith Partners 871,Bob Smith,contact.871@client-871.com,GB,145056289.72
CLT-0802,Neptune Securities 802,Henry Martin,contact.802@client-802.com,ES,145021785.20
CLT-0683,Jupiter Wealth 683,Iris Clark,contact.683@client-683.com,IT,145015677.66
CLT-0704,Polaris Global 704,Olivia Patel,contact.704@client-704.com,CA,144795733.50
CLT-0361,Zenith Partners 361,Bob Smith,contact.361@client-361.com,GB,144718619.76
CLT-0929,Rigel Global 929,Olivia Patel,contact.929@client-929.com,CA,144440721.31
CLT-0486,Vertex Asset Management 486,Grace Lee,contact.486@client-486.com,BE,144407401.00
CLT-0726,Vertex Asset Management 726,Grace Lee,contact.726@client-726.com,BE,144321502.43
CLT-0468,Titan Fund 468,David Brown,contact.468@client-468.com,FR,144286681.32
CLT-0192,Cascade Insurance 192,Maria Santos,contact.192@client-192.com,JP,144094700.81
CLT-0931,Zenith Partners 931,Bob Smith,contact.931@client-931.com,GB,143997558.81
CLT-0317,Helios Investments 317,Carol White,contact.317@client-317.com,DE,143897381.31
CLT-0759,Horizon Trust 759,James Taylor,contact.759@client-759.com,LU,143841026.95
CLT-0345,Aurora Capital 345,Alice Johnson,contact.345@client-345.com,US,143749103.51
CLT-0136,Quantum Partners 136,Bob Smith,contact.136@client-136.com,GB,143733729.51
CLT-0525,Aurora Capital 525,Alice Johnson,contact.525@client-525.com,US,143686057.84
CLT-0398,Pinnacle Wealth 398,Iris Clark,contact.398@client-398.com,IT,143639867.91
CLT-0928,Centaurus Pension 928,Noah Kim,contact.928@client-928.com,AU,143615826.16
CLT-0322,Neptune Securities 322,Henry Martin,contact.322@client-322.com,ES,143387468.76
CLT-0177,Andromeda Insurance 177,Maria Santos,contact.177@client-177.com,JP,143377044.03
CLT-0031,Zenith Partners 31,Bob Smith,contact.31@client-31.com,GB,143294600.67
CLT-0509,Rigel Global 509,Olivia Patel,contact.509@client-509.com,CA,143104162.28
CLT-0382,Neptune Securities 382,Henry Martin,contact.382@client-382.com,ES,143091193.16
CLT-0092,Atlas Investments 92,Carol White,contact.92@client-92.com,DE,143082718.10
CLT-0064,Nexus Group 64,Emma Davis,contact.64@client-64.com,NL,143017891.16
CLT-0858,Titan Fund 858,David Brown,contact.858@client-858.com,FR,142741095.21
CLT-0899,Rigel Global 899,Olivia Patel,contact.899@client-899.com,CA,142739128.92
CLT-0634,Nexus Group 634,Emma Davis,contact.634@client-634.com,NL,142360267.65
CLT-0969,Horizon Trust 969,James Taylor,contact.969@client-969.com,LU,142157813.67
CLT-0308,Pinnacle Wealth 308,Iris Clark,contact.308@client-308.com,IT,142103940.00
CLT-0339,Horizon Trust 339,James Taylor,contact.339@client-339.com,LU,142092327.93
CLT-0305,Apex Holdings 305,Frank Wilson,contact.305@client-305.com,CH,141982461.59
CLT-0137,Helios Investments 137,Carol White,contact.137@client-137.com,DE,141612990.01
CLT-0989,Rigel Global 989,Olivia Patel,contact.989@client-989.com,CA,141566384.00
CLT-0151,Zenith Partners 151,Bob Smith,contact.151@client-151.com,GB,141540219.91
CLT-0791,Meridian Bank 791,Liam Chen,contact.791@client-791.com,HK,141336354.38
CLT-0489,Horizon Trust 489,James Taylor,contact.489@client-489.com,LU,141262098.79
CLT-0864,Saturn Trust 864,James Taylor,contact.864@client-864.com,LU,140964161.79
CLT-0239,Rigel Global 239,Olivia Patel,contact.239@client-239.com,CA,140921306.85
CLT-0681,Pegasus Asset Management 681,Grace Lee,contact.681@client-681.com,BE,140897996.93
CLT-0640,Sterling Finance 640,Karen Hughes,contact.640@client-640.com,SG,140683961.74
CLT-0462,Cascade Insurance 462,Maria Santos,contact.462@client-462.com,JP,140507635.51
CLT-0293,Jupiter Wealth 293,Iris Clark,contact.293@client-293.com,IT,140473777.26
CLT-0583,Solaris Pension 583,Noah Kim,contact.583@client-583.com,AU,140416969.69
CLT-0179,Rigel Global 179,Olivia Patel,contact.179@client-179.com,CA,140408014.75
CLT-0735,Aurora Capital 735,Alice Johnson,contact.735@client-735.com,US,140163775.35
CLT-0099,Horizon Trust 99,James Taylor,contact.99@client-99.com,LU,140141082.99
CLT-0887,Helios Investments 887,Carol White,contact.887@client-887.com,DE,139819864.97
CLT-0176,Sirius Bank 176,Liam Chen,contact.176@client-176.com,HK,139473558.09
CLT-0139,Phoenix Group 139,Emma Davis,contact.139@client-139.com,NL,139447754.61
CLT-0263,Jupiter Wealth 263,Iris Clark,contact.263@client-263.com,IT,139131698.07
CLT-0763,Solaris Pension 763,Noah Kim,contact.763@client-763.com,AU,139080908.95
CLT-0511,Zenith Partners 511,Bob Smith,contact.511@client-511.com,GB,138852417.41
CLT-0702,Cascade Insurance 702,Maria Santos,contact.702@client-702.com,JP,138583638.68
CLT-0133,Solaris Pension 133,Noah Kim,contact.133@client-133.com,AU,138289703.87
CLT-0752,Atlas Investments 752,Carol White,contact.752@client-752.com,DE,138122925.43
CLT-0156,Vertex Asset Management 156,Grace Lee,contact.156@client-156.com,BE,137906112.79
CLT-0915,Aurora Capital 915,Alice Johnson,contact.915@client-915.com,US,137835037.38
CLT-0790,Sterling Finance 790,Karen Hughes,contact.790@client-790.com,SG,137648396.80
CLT-0827,Helios Investments 827,Carol White,contact.827@client-827.com,DE,137643245.82
CLT-0380,Olympus Holdings 380,Frank Wilson,contact.380@client-380.com,CH,137502006.40
CLT-0391,Zenith Partners 391,Bob Smith,contact.391@client-391.com,GB,137109974.17
CLT-0531,Pegasus Asset Management 531,Grace Lee,contact.531@client-531.com,BE,136977561.05
CLT-0011,Meridian Bank 11,Liam Chen,contact.11@client-11.com,HK,136821120.35
CLT-0848,Pinnacle Wealth 848,Iris Clark,contact.848@client-848.com,IT,136670686.69
CLT-0729,Horizon Trust 729,James Taylor,contact.729@client-729.com,LU,136332027.34
CLT-0921,Pegasus Asset Management 921,Grace Lee,contact.921@client-921.com,BE,136204381.67
CLT-0268,Centaurus Pension 268,Noah Kim,contact.268@client-268.com,AU,136108761.36
CLT-0487,Summit Securities 487,Henry Martin,contact.487@client-487.com,ES,135969839.04
CLT-0314,Polaris Global 314,Olivia Patel,contact.314@client-314.com,CA,135946258.21
CLT-0341,Meridian Bank 341,Liam Chen,contact.341@client-341.com,HK,135894775.99
CLT-0460,Sterling Finance 460,Karen Hughes,contact.460@client-460.com,SG,135714178.37
CLT-0309,Horizon Trust 309,James Taylor,contact.309@client-309.com,LU,135711781.39
CLT-0697,Summit Securities 697,Henry Martin,contact.697@client-697.com,ES,135672797.63
CLT-0556,Quantum Partners 556,Bob Smith,contact.556@client-556.com,GB,135288876.04
CLT-0879,Horizon Trust 879,James Taylor,contact.879@client-879.com,LU,135251159.75
CLT-0126,Vertex Asset Management 126,Grace Lee,contact.126@client-126.com,BE,135072219.25
CLT-0444,Saturn Trust 444,James Taylor,contact.444@client-444.com,LU,135022362.13
CLT-0185,Apex Holdings 185,Frank Wilson,contact.185@client-185.com,CH,134954362.78
CLT-0772,Neptune Securities 772,Henry Martin,contact.772@client-772.com,ES,134891846.25
CLT-0222,Cascade Insurance 222,Maria Santos,contact.222@client-222.com,JP,134455417.46
CLT-0404,Polaris Global 404,Olivia Patel,contact.404@client-404.com,CA,134428357.66
CLT-0561,Pegasus Asset Management 561,Grace Lee,contact.561@client-561.com,BE,134289743.71
CLT-0121,Zenith Partners 121,Bob Smith,contact.121@client-121.com,GB,134020215.66
CLT-0470,Olympus Holdings 470,Frank Wilson,contact.470@client-470.com,CH,133698006.18
CLT-0325,Vega Finance 325,Karen Hughes,contact.325@client-325.com,SG,133312028.81
CLT-0522,Cascade Insurance 522,Maria Santos,contact.522@client-522.com,JP,133259111.55
CLT-0506,Sirius Bank 506,Liam Chen,contact.506@client-506.com,HK,133235287.70
CLT-0994,Nexus Group 994,Emma Davis,contact.994@client-994.com,NL,132940421.67
CLT-0649,Phoenix Group 649,Emma Davis,contact.649@client-649.com,NL,132740374.10
CLT-0801,Pegasus Asset Management 801,Grace Lee,contact.801@client-801.com,BE,132537202.63
CLT-0061,Zenith Partners 61,Bob Smith,contact.61@client-61.com,GB,132496016.62
CLT-0895,Vega Finance 895,Karen Hughes,contact.895@client-895.com,SG,132488354.17
CLT-0943,Solaris Pension 943,Noah Kim,contact.943@client-943.com,AU,132446442.84
CLT-0007,Summit Securities 7,Henry Martin,contact.7@client-7.com,ES,132403312.01
CLT-0183,Orion Fund 183,David Brown,contact.183@client-183.com,FR,132212180.54
CLT-0296,Sirius Bank 296,Liam Chen,contact.296@client-296.com,HK,131924108.49
CLT-0413,Jupiter Wealth 413,Iris Clark,contact.413@client-413.com,IT,131871990.90
CLT-0071,Meridian Bank 71,Liam Chen,contact.71@client-71.com,HK,131750847.65
CLT-0378,Titan Fund 378,David Brown,contact.378@client-378.com,FR,131681292.43
CLT-0418,Centaurus Pension 418,Noah Kim,contact.418@client-418.com,AU,131639593.95
CLT-0549,Horizon Trust 549,James Taylor,contact.549@client-549.com,LU,131383178.29
CLT-0753,Orion Fund 753,David Brown,contact.753@client-753.com,FR,131272596.80
CLT-0803,Jupiter Wealth 803,Iris Clark,contact.803@client-803.com,IT,131117121.65
CLT-0208,Centaurus Pension 208,Noah Kim,contact.208@client-208.com,AU,130856308.88
CLT-0451,Zenith Partners 451,Bob Smith,contact.451@client-451.com,GB,130706981.81
CLT-0271,Zenith Partners 271,Bob Smith,contact.271@client-271.com,GB,130672388.55
CLT-0721,Zenith Partners 721,Bob Smith,contact.721@client-721.com,GB,130331413.42
CLT-0832,Neptune Securities 832,Henry Martin,contact.832@client-832.com,ES,130128359.70
CLT-0355,Vega Finance 355,Karen Hughes,contact.355@client-355.com,SG,129965395.35
CLT-0012,Cascade Insurance 12,Maria Santos,contact.12@client-12.com,JP,129963363.91
CLT-0402,Cascade Insurance 402,Maria Santos,contact.402@client-402.com,JP,129846144.81
CLT-0823,Solaris Pension 823,Noah Kim,contact.823@client-823.com,AU,129822881.34
CLT-0686,Sirius Bank 686,Liam Chen,contact.686@client-686.com,HK,129808314.94
CLT-0502,Neptune Securities 502,Henry Martin,contact.502@client-502.com,ES,129656195.51
CLT-0777,Andromeda Insurance 777,Maria Santos,contact.777@client-777.com,JP,129624692.35
CLT-0292,Neptune Securities 292,Henry Martin,contact.292@client-292.com,ES,129364602.53
CLT-0645,Aurora Capital 645,Alice Johnson,contact.645@client-645.com,US,129104809.07
CLT-0782,Atlas Investments 782,Carol White,contact.782@client-782.com,DE,129069563.10
